Taxa,sol_VH,sol_Mo,tot,lab,occ,stp,PHO,PNZ,POL,TP,extP
IS31557.MRG.4.250047645,20,20,116.9999924,7.259714127,69.35140228,597.5200195,NA,4548,NA,NA,17
IS31559.70MUKAAXX.1.250006419,90,10,503.8467712,36.5202446,190.2079315,702.6971436,NA,NA,NA,NA,23
IS31666.D1EYBACXX.1.250138045,0,50,503.8467712,36.5202446,190.2079315,367.8336182,NA,NA,NA,NA,21
IS32569.70MUKAAXX.1.250006400,0,100,503.8467712,27.33721352,237.9016266,624.7307129,NA,3019,1060,700,29
IS32571.D1EYBACXX.1.250138068,0,100,297.1404114,25.42227936,51.33234406,574.6453247,NA,NA,NA,300,31
IS32685.D1EYBACXX.1.250138069,0,100,272.3787231,23.30375671,47.05464935,601.1184692,NA,2431,1134,600,31
IS32754.MRG.4.250047697,0,100,297.1404114,16.12194824,140.3009796,755.9604492,NA,2431,1134,600,25
IS32986.B064FABXX.1.250009969,10,0,350.999939,24.24774933,176.32341,592.5670166,800,3125,NA,400,23
IS33023.MRG.4.250047654,10,0,350.999939,24.24774933,176.32341,286.895752,800,3125,NA,400,21
IS33173.B064FABXX.1.250009991,0,30,297.1404114,21.5375824,112.173912,599.4074097,NA,2823,NA,400,21
IS33178.B064FABXX.1.250010003,0,60,503.8467712,36.5202446,190.2079315,453.7034607,NA,2267,816,500,21
IS33209.B064FABXX.1.250010015,0,70,321.8891602,34.7212944,69.44468689,412.0776062,NA,NA,NA,NA,23
IS33242.D1EYBACXX.1.250138070,0,90,321.8891602,34.7212944,69.44468689,369.3098755,NA,2670,676,600,24
IS33261.70MUKAAXX.1.250006427,0,60,503.8467712,27.33721352,237.9016266,377.9395142,NA,2706,811,600,21
IS34226.D1EYBACXX.1.250138084,0,80,503.8467712,43.10734177,87.04179382,432.2744141,600,2623,505,500,18
IS3443.70MUKAAXX.1.250006462,0,70,297.1404114,16.12194824,140.3009796,562.953064,NA,3013,889,600,25
IS3457.C1AB3ACXX.7.250137275,0,70,503.8467712,36.5202446,190.2079315,378.2712097,1000,2047,523,500,26
IS34778.D1EYBACXX.1.250138085,50,10,312,21.55355644,156.7319489,369.4532166,NA,NA,NA,NA,21
IS34781.D1EYBACXX.1.250138086,50,10,312,21.55355644,156.7319489,371.858429,NA,NA,NA,NA,21
IS34814.D1EYBACXX.1.250138087,0,20,350.999939,24.24774933,176.32341,356.5144958,NA,3812,NA,400,22
IS34840.D1EYBACXX.1.250138088,20,80,485.1662903,52.33354568,104.6702576,431.1771545,NA,2236,NA,600,21
IS34851.D1EYBACXX.1.250138089,20,20,350.999939,24.24774933,176.32341,340.4119263,700,3181,NA,500,21
IS34860.D1EYBACXX.1.250138090,0,20,104,6.4530797,61.64570236,462.153717,NA,3812,NA,400,20
IS34895.D1EYBACXX.1.250138091,0,0,116.9999924,7.259714127,69.35140228,425.1923828,NA,3496,NA,300,20
IS34901.D1EYBACXX.1.250138092,0,20,116.9999924,7.259714127,69.35140228,420.035675,NA,3812,NA,400,21
IS34906.D1EYBACXX.1.250138093,0,20,116.9999924,7.259714127,69.35140228,384.7373657,NA,3812,NA,400,22
IS34908.D1EYBACXX.1.250138094,0,0,116.9999924,7.259714127,69.35140228,414.0601196,NA,3496,NA,300,22
IS34909.D1EYBACXX.1.250138095,0,20,116.9999924,7.259714127,69.35140228,414.551239,NA,3812,NA,400,20
IS34913.D1EYBACXX.1.250138096,0,20,116.9999924,7.259714127,69.35140228,474.4544983,NA,3812,NA,400,20
IS34928.D1EYBACXX.1.250138097,0,30,545.8120117,58.87522888,117.7540283,386.5708618,NA,3491,556,400,21
IS34938.D1EYBACXX.1.250138098,0,20,116.9999924,7.259714127,69.35140228,418.0827026,NA,3812,NA,400,20
IS34939.D1EYBACXX.1.250138099,0,20,116.9999924,7.259714127,69.35140228,499.2007751,NA,3812,NA,400,21
IS34947.D1EYBACXX.1.250138100,0,20,116.9999924,7.259714127,69.35140228,459.8497925,NA,3812,NA,400,21
IS34954.D1EYBACXX.1.250138101,20,0,209.7156677,22.62144661,45.24427032,413.8200073,NA,2291,NA,200,21
IS34965.D1EYBACXX.1.250138260,0,20,350.999939,24.24774933,176.32341,408.1285095,NA,3812,NA,400,22
IS34976.D1EYBACXX.1.250138261,0,30,63.24999619,3.924589157,37.4912529,378.9837341,NA,3496,NA,300,22
IS3507.70MUKAAXX.1.250006474,0,70,297.1404114,16.12194824,140.3009796,562.953064,NA,3013,889,600,25
IS3511.628P7AAXX.7.250007043,0,50,545.8120117,58.87522888,117.7540283,476.5406189,NA,NA,NA,NA,22
IS35170.D1EYBACXX.1.250138262,0,80,503.8467712,36.5202446,190.2079315,583.4395752,600,2623,505,500,15
IS35427.D1EYBACXX.1.250138278,0,10,116.9999924,7.259714127,69.35140228,442.7546082,NA,4298,NA,400,24
IS35471.D1EYBACXX.1.250138279,0,100,321.8891602,34.7212944,69.44468689,375.973999,NA,NA,NA,NA,21
IS35475.D1EYBACXX.1.250138280,0,40,321.8891602,34.7212944,69.44468689,392.1914673,NA,1711,618,500,19
IS35478.D1EYBACXX.1.250138281,0,40,321.8891602,34.7212944,69.44468689,313.0983887,NA,1711,618,500,21
IS35480.D1EYBACXX.1.250138282,0,80,321.8891602,39.77147675,73.31347656,286.4894104,NA,2527,NA,500,17
IS35483.D1EYBACXX.1.250138283,0,40,321.8891602,34.7212944,69.44468689,288.9422913,NA,1383,782,300,12
IS35503.D1EYBACXX.1.250138284,0,40,321.8891602,34.7212944,69.44468689,290.8388062,NA,1383,782,300,11
IS35506.D1EYBACXX.1.250138285,0,40,940.0096436,101.3962326,202.7986298,315.2242126,NA,1383,782,300,15
IS35507.D1EYBACXX.1.250138286,0,40,321.8891602,34.7212944,69.44468689,356.8279114,NA,1383,782,300,15
IS35509.D1EYBACXX.1.250138287,0,90,272.3787231,14.77845192,128.6092072,549.4259644,26,3972,654,700,18
IS35510.D1EYBACXX.1.250138288,0,90,321.8891602,39.77147675,73.31347656,434.6546936,26,3972,654,700,13
IS35522.D1EYBACXX.1.250138289,0,40,321.8891602,34.7212944,69.44468689,376.9534912,NA,1383,782,300,15
IS35526.D1EYBACXX.1.250138290,0,80,297.1404114,21.5375824,112.173912,367.8580322,NA,1189,992,600,12
IS35553.D1EYBACXX.1.250138291,0,80,321.8891602,39.77147675,73.31347656,374.4538574,NA,1189,992,600,14
IS35567.D1EYBACXX.1.250138292,0,40,321.8891602,34.7212944,69.44468689,273.8241272,NA,1383,782,300,15
IS35570.D1EYBACXX.1.250138293,0,40,321.8891602,34.7212944,69.44468689,280.2898865,NA,1383,782,300,13
IS35574.D1EYBACXX.1.250138294,0,90,297.1404114,21.5375824,112.173912,376.9291077,3700,1295,818,400,13
IS35579.D1EYBACXX.1.250138296,0,40,321.8891602,34.7212944,69.44468689,286.2971191,NA,1383,782,300,13
IS35602.D1EYBACXX.1.250138297,0,66,1323.805298,142.7952271,285.5990906,418.09198,NA,NA,NA,NA,22
IS35604.D1EYBACXX.1.250138298,0,66,1323.805298,142.7952271,285.5990906,495.1376343,NA,NA,NA,NA,17
IS3582.C1AB3ACXX.7.250137276,0,80,545.8120117,58.87522888,117.7540283,332.1173096,NA,2292,NA,800,NA
IS3583.70MUKAAXX.1.250006387,0,70,297.1404114,16.12194824,140.3009796,562.953064,NA,3013,889,600,25
IS37124.D1EYBACXX.1.250138319,30,10,321.8891602,34.7212944,69.44468689,491.6839294,NA,4709,NA,400,21
IS37125.D1EYBACXX.1.250138320,0,40,321.8891602,34.7212944,69.44468689,361.574585,NA,1711,618,500,20
IS37127.D1EYBACXX.1.250138321,30,10,116.9999924,7.259714127,69.35140228,399.4736023,NA,4709,NA,400,21
IS37128.D1EYBACXX.1.250138322,0,40,321.8891602,34.7212944,69.44468689,468.0596619,NA,1711,618,500,20
IS37129.D1EYBACXX.1.250138323,0,40,321.8891602,34.7212944,69.44468689,451.4946594,NA,1711,618,500,21
IS37133.D1EYBACXX.1.250138324,0,80,321.8891602,39.77147675,73.31347656,423.7988892,0,2616,457,300,19
IS37134.D1EYBACXX.1.250138325,0,80,NA,NA,NA,357.3226624,NA,1694,NA,700,21
IS37135.D1EYBACXX.1.250138326,0,20,321.8891602,39.77147675,73.31347656,374.1261902,0,2616,457,300,21
IS37136.D1EYBACXX.1.250138327,0,40,321.8891602,39.77147675,73.31347656,403.4659729,NA,1711,618,500,23
IS37140.D1EYBACXX.1.250138328,0,20,321.8891602,34.7212944,69.44468689,395.0689087,0,2616,457,300,20
IS37146.D1EYBACXX.1.250138329,0,80,321.8891602,34.7212944,69.44468689,329.7772217,NA,2527,NA,500,16
IS37569.D1EYBACXX.1.250138332,90,10,272.3787231,19.74278259,102.826088,796.2360229,300,4765,524,700,24
IS37746.D1EYBACXX.1.250138333,0,70,940.0096436,116.1442337,214.0965729,471.1604004,NA,NA,NA,NA,22
IS37978.D1EYBACXX.1.250138334,0,50,321.8891602,34.7212944,69.44468689,455.022644,NA,NA,NA,NA,NA
IS38021.D1EYBACXX.1.250138335,80,20,604.5,41.7600174,303.6681519,569.0419312,800,5650,NA,700,24
IS38026.D1EYBACXX.1.250138336,20,30,297.1404114,21.5375824,112.173912,793.3510132,NA,1624,498,300,27
IS38159.D1EYBACXX.1.250138337,0,0,940.0096436,101.3962326,202.7986298,439.9297485,NA,NA,NA,NA,25
IS38683.D1EYBACXX.1.250138338,0,40,940.0096436,116.1442337,214.0965729,654.7958984,300,4302,577,700,25
IS3885.70MUKAAXX.1.250006439,0,80,447.8638611,32.46244431,169.0737457,375.0122986,1000,2137,523,500,24
IS3905.628P7AAXX.7.250007091,0,80,447.8638611,32.46244431,169.0737457,375.0122986,1000,2137,523,500,24
IS39453.D1EYBACXX.1.250138339,0,40,867.7362061,62.89599228,327.5803528,698.5509033,300,4302,577,700,28
IS39462.D1EYBACXX.1.250138340,0,100,867.7362061,62.89599228,327.5803528,763.4711304,4400,1546,1330,400,26
IS39463.D1EYBACXX.1.250138341,0,20,503.8467712,43.10734177,87.04179382,570.0071411,NA,1838,NA,600,22
IS39474.D1EYBACXX.1.250138342,0,90,867.7362061,47.08076096,409.7195129,536.1109009,NA,2754,898,600,21
IS39496.D1EYBACXX.1.250138343,0,90,867.7362061,62.89599228,327.5803528,672.6359253,NA,NA,NA,NA,22
IS39525.D1EYBACXX.1.250138344,30,10,940.0096436,101.3962326,202.7986298,750.8132935,NA,1745,497,300,24
IS39672.D1EYBACXX.1.250138345,0,10,503.8467712,36.5202446,190.2079315,389.8860474,1000,2137,523,500,24
IS39677.D1EYBACXX.1.250138346,0,100,545.8120117,58.87522888,117.7540283,340.2918091,NA,NA,NA,NA,24
IS39713.D1EYBACXX.1.250138347,0,67,1323.805298,142.7952271,285.5990906,350.6959534,NA,1987,NA,500,23
IS39764.D1EYBACXX.1.250138348,0,0,193.5914917,14.03206253,73.08300781,395.5457153,NA,1838,NA,600,13
IS39778.D1EYBACXX.1.250138349,0,0,209.7156677,22.62144661,45.24427032,377.2922363,NA,NA,NA,NA,20
IS39780.D1EYBACXX.1.250138350,0,70,297.1404114,16.12194824,140.3009796,448.8977356,NA,2935,1060,600,20
IS39783.D1EYBACXX.1.250138351,90,10,134.8636322,9.316637039,67.74820709,351.0307617,NA,NA,NA,NA,21
IS39791.D1EYBACXX.1.250138352,0,67,350.999939,24.24774933,176.32341,362.7129517,NA,1519,515,300,21
IS39797.D1EYBACXX.1.250138353,0,20,321.8891602,34.7212944,69.44468689,227.7328644,NA,1569,473,200,17
IS39809.D1EYBACXX.1.250138354,0,100,209.7156677,22.62144661,45.24427032,480.6587219,NA,NA,NA,NA,25
IS39810.D1EYBACXX.1.250138355,0,100,209.7156677,22.62144661,45.24427032,402.6244507,1000,2428,699,300,29
IS39814.D1EYBACXX.8.250140165,0,80,189.75,13.10829258,95.32015991,411.0618286,NA,2666,845,600,21
IS39815.D1EYBACXX.8.250140166,0,70,503.8467712,36.5202446,190.2079315,458.3605347,1000,2037,523,500,23
IS39819.D1EYBACXX.8.250140167,0,100,867.7362061,47.08076096,409.7195129,429.9453125,1000,1404,913,100,20
IS39913.D1EYBACXX.8.250140168,20,10,116.9999924,7.259714127,69.35140228,424.6835022,NA,4450,NA,400,24
IS39915.D1EYBACXX.8.250140169,0,10,116.9999924,7.259714127,69.35140228,509.7638245,NA,4427,NA,400,23
IS40005.D1EYBACXX.8.250140170,20,10,NA,NA,NA,523.173645,NA,4427,NA,400,23
IS40033.D1EYBACXX.8.250140171,20,10,272.3787231,19.74278259,102.826088,425.9418335,NA,NA,NA,NA,22
IS40034.D1EYBACXX.8.250140172,0,100,867.7362061,62.89599228,327.5803528,336.1575012,1000,2137,523,500,22
IS40036.D1EYBACXX.8.250140173,0,90,447.8638611,32.46244431,169.0737457,304.309906,1000,1960,520,400,21
IS40373.D1EYBACXX.8.250140181,0,0,NA,NA,NA,574.7253418,NA,NA,NA,NA,NA
IS7069.C1AB3ACXX.7.250137412,0,80,545.8120117,58.87522888,117.7540283,349.1639404,NA,2292,NA,800,NA
IS7277.70MUKAAXX.2.250006045,0,100,503.8467712,36.5202446,190.2079315,377.4579468,NA,NA,NA,NA,22
IS7304.C1AB3ACXX.7.250137413,0,0,321.8891602,34.7212944,69.44468689,332.0595398,NA,901,508,200,21
IS7305.D0D0HACXX.5.250046319,0,20,321.8891602,39.77147675,73.31347656,441.5167542,1000,2082,670,500,20
IS7310.D0D0HACXX.5.250046320,0,100,272.3787231,19.74278259,102.826088,425.9416199,NA,1431,NA,200,19
IS7312.C1AB3ACXX.7.250137414,0,80,NA,NA,NA,327.6713867,NA,NA,NA,NA,12
IS7314.70MUKAAXX.2.250006028,0,0,321.8891602,39.77147675,73.31347656,441.5167542,NA,901,508,200,19
IS7343.C1AB3ACXX.7.250137415,0,0,321.8891602,34.7212944,69.44468689,365.8394775,NA,901,508,200,17
IS7348.C1AB3ACXX.7.250137416,0,70,321.8891602,34.7212944,69.44468689,298.4231262,NA,NA,NA,NA,18
IS7360.C1AB3ACXX.7.250137417,0,30,297.1404114,21.5375824,112.173912,519.3484497,NA,2026,493,300,21
IS7367.C1AB3ACXX.7.250137418,90,10,206.9999847,14.29995537,103.9856186,428.5491333,NA,NA,NA,NA,25
IS7386.C1AB3ACXX.7.250137419,0,80,272.3787231,19.74278259,102.826088,375.2415771,NA,2666,845,600,23
IS7389.C1AB3ACXX.7.250137420,0,100,272.3787231,19.74278259,102.826088,355.6072083,NA,1987,NA,500,23
IS7403.C1AB3ACXX.7.250137421,0,0,312,21.55355644,156.7319489,363.7709961,1000,3098,NA,500,23
IS7408.C1AB3ACXX.7.250137422,0,100,503.8467712,36.5202446,190.2079315,295.5770874,1000,1770,718,300,21
IS7411.C1AB3ACXX.7.250137423,0,100,189.75,13.10829258,95.32015991,340.8114014,NA,NA,NA,NA,22
IS7418.C1AB3ACXX.7.250137424,40,20,321.8891602,39.77147675,73.31347656,634.4742432,NA,3951,NA,500,27
IS7419.C1AB3ACXX.7.250137425,0,100,201.5,12.502841,119.4385452,390.7277832,NA,NA,NA,NA,23
IS7424.C1AB3ACXX.7.250137426,0,100,867.7362061,62.89599228,327.5803528,405.624939,NA,NA,NA,NA,25
IS7428.C1AB3ACXX.7.250137427,0,70,503.8467712,36.5202446,190.2079315,358.8392944,1000,2137,523,500,23
IS7447.C1AB3ACXX.7.250137428,0,20,321.8891602,34.7212944,69.44468689,424.6721191,NA,1603,NA,500,20
IS7463.D0D0HACXX.5.250046078,0,100,209.7156677,22.62144661,45.24427032,343.0005493,NA,NA,NA,NA,26
IS7469.C1AB3ACXX.7.250137429,0,90,297.1404114,21.5375824,112.173912,345.6972961,NA,1931,520,400,22
IS7480.C1AB3ACXX.7.250137430,0,0,297.1404114,21.5375824,112.173912,362.9039307,NA,4817,NA,400,23
IS7486.C1AB3ACXX.7.250137431,80,20,189.75,13.10829258,95.32015991,333.2211304,NA,NA,NA,NA,22
IS7490.C1AB3ACXX.7.250137432,0,30,297.1404114,21.5375824,112.173912,425.94104,NA,2026,493,300,18
IS7492.C1AB3ACXX.7.250137433,0,20,NA,NA,NA,357.8414612,NA,1569,473,200,17
IS7506.C1AB3ACXX.7.250137434,20,10,134.8636322,9.316637039,67.74820709,325.1691895,1000,2761,NA,400,21
IS7508.C1AB3ACXX.7.250137435,0,60,503.8467712,36.5202446,190.2079315,399.0081787,1000,1455,736,200,22
IS7535.C1AB3ACXX.7.250137436,0,67,209.7156677,22.62144661,45.24427032,337.1278076,NA,901,508,200,20
IS7620.D0D0HACXX.5.250046079,90,10,134.8636322,9.316637039,67.74820709,283.5354309,NA,NA,NA,NA,22
IS7643.C1AB3ACXX.7.250137437,90,10,209.7156677,22.62144661,45.24427032,379.0418396,NA,NA,NA,NA,21
IS7679.D0D0HACXX.5.250046321,0,60,545.8120117,58.87522888,117.7540283,384.3489075,1000,1455,736,200,30
IS7689.C1AB3ACXX.7.250137438,0,100,503.8467712,36.5202446,190.2079315,370.7655334,1000,2137,523,500,23
IS7696.C1AB3ACXX.7.250137439,0,100,503.8467712,36.5202446,190.2079315,406.1225586,1000,2137,523,500,22
IS7702.C1AB3ACXX.7.250137440,0,100,503.8467712,36.5202446,190.2079315,402.3259583,NA,1519,515,300,23
IS7704.C1AB3ACXX.7.250137441,0,100,503.8467712,36.5202446,190.2079315,378.0701904,1000,2137,523,500,22
IS7722.70MUKAAXX.2.250006048,0,0,1323.805298,142.7952271,285.5990906,351.1846619,0,3574,371,700,19
IS7763.C1AB3ACXX.7.250137442,33,67,1323.805298,142.7952271,285.5990906,272.2600403,NA,NA,NA,NA,21
IS7773.C1AB3ACXX.7.250137443,0,70,447.8638611,32.46244431,169.0737457,468.9390259,800,2190,757,300,20
IS7792.C1AB3ACXX.7.250137444,0,100,545.8120117,58.87522888,117.7540283,324.7815857,NA,NA,NA,NA,22
IS7802.C1AB3ACXX.7.250137445,0,20,545.8120117,58.87522888,117.7540283,463.0574341,NA,1431,NA,200,21
IS7806.C1AB3ACXX.7.250137446,70,30,206.9999847,14.29995537,103.9856186,449.3507996,NA,NA,NA,NA,23
IS7812.C1AB3ACXX.7.250137447,0,100,503.8467712,36.5202446,190.2079315,368.114502,NA,NA,NA,NA,22
IS7825.C1AB3ACXX.7.250137448,0,100,545.8120117,58.87522888,117.7540283,370.5272522,NA,NA,NA,NA,23
IS7834.C1AB3ACXX.7.250137449,100,0,350.999939,24.24774933,176.32341,256.250946,NA,NA,NA,NA,24
IS7835.C1AB3ACXX.7.250137450,0,100,503.8467712,36.5202446,190.2079315,351.3013916,1000,1770,718,300,25
IS7836.C1AB3ACXX.7.250137451,100,0,321.8891602,39.77147675,73.31347656,401.1551514,NA,NA,NA,NA,20
IS7843.C1AB3ACXX.7.250137452,70,30,350.999939,24.24774933,176.32341,346.5117798,NA,NA,NA,NA,23
IS7845.C1AB3ACXX.7.250137453,0,90,297.1404114,21.5375824,112.173912,354.7749023,NA,3696,547,400,21
IS7849.C1AB3ACXX.7.250137454,0,80,503.8467712,36.5202446,190.2079315,386.2437439,NA,1369,NA,400,25
IS7861.628P7AAXX.7.250007023,30,70,545.8120117,58.87522888,117.7540283,444.3768616,NA,NA,NA,NA,22
IS7887.C1AB3ACXX.7.250137455,0,100,503.8467712,36.5202446,190.2079315,300.3053589,NA,NA,NA,NA,21
IS7889.628P7AAXX.7.250007047,0,90,503.8467712,36.5202446,190.2079315,381.420166,1000,2137,523,500,21
IS7892.C1AB3ACXX.7.250137456,0,100,321.8891602,39.77147675,73.31347656,522.4552002,0,4207,371,800,25
IS7920.C1AB3ACXX.7.250137457,0,30,503.8467712,36.5202446,190.2079315,470.1299744,NA,2026,493,300,19
IS7923.C1AB3ACXX.7.250137458,0,0,545.8120117,58.87522888,117.7540283,381.4818726,NA,1599,496,300,22
IS7948.C1AB3ACXX.7.250137459,0,67,503.8467712,36.5202446,190.2079315,306.2518616,NA,1519,515,300,23
IS7957.D0D0HACXX.5.250046322,0,0,1323.805298,163.5646515,301.5098877,343.0994873,0,3574,371,700,22
IS7958.D0D0HACXX.5.250046080,0,100,272.3787231,19.74278259,102.826088,344.6139221,1000,1404,913,100,23
IS7987.D0D0HACXX.5.250046323,0,100,272.3787231,19.74278259,102.826088,344.6139221,1000,1404,913,100,23
IS7995.C1AB3ACXX.7.250137460,0,70,503.8467712,36.5202446,190.2079315,506.9176331,1000,2039,588,500,22
IS8777.D0D0HACXX.5.250046327,0,10,116.9999924,7.259714127,69.35140228,436.1846313,NA,4298,NA,400,22
IS8861.C1AB3ACXX.7.250137462,0,90,940.0096436,116.1442337,214.0965729,535.8417969,200,2992,NA,600,24
IS8916.D0D0HACXX.5.250046328,0,10,104,6.4530797,61.64570236,513.1586304,NA,4298,NA,400,22
IS9108.D0D0HACXX.5.250046329,10,0,NA,NA,NA,555.7077637,NA,NA,NA,NA,31
IS9113.D0D0HACXX.5.250046330,10,0,NA,NA,NA,555.7077637,NA,NA,NA,NA,31
IS9115.C1AB3ACXX.7.250137463,0,60,545.8120117,67.43858337,124.3141403,623.0821533,800,2617,497,500,24
IS9597.70MUKAAXX.2.250006029,0,0,503.8467712,36.5202446,190.2079315,469.8906555,NA,901,508,200,18
IS9713.70MUKAAXX.2.250006049,0,70,321.8891602,39.77147675,73.31347656,495.1434326,700,3635,740,600,22
IS9720.C1AB3ACXX.7.250137464,0,80,545.8120117,67.43858337,124.3141403,445.9758301,NA,NA,NA,NA,11
IS9745.D0D0HACXX.5.250046332,0,100,321.8891602,34.7212944,69.44468689,568.7902832,NA,2927,1018,600,21
IS9830.70MUKAAXX.1.250006404,0,67,321.8891602,34.7212944,69.44468689,446.1551514,NA,1987,NA,500,22
IS9883.70MUKAAXX.2.250006061,0,67,321.8891602,34.7212944,69.44468689,446.1551514,NA,1987,NA,500,22
IS9911.70MUKAAXX.2.250006073,0,50,321.8891602,34.7212944,69.44468689,488.3158569,NA,NA,NA,NA,26
PI151198.D1G0BACXX.7.250130017,0,40,867.7362061,62.89599228,327.5803528,644.4545288,300,4302,577,700,27
PI155541.D1G0BACXX.7.250130029,0,100,116.9999924,7.259714127,69.35140228,357.9136047,800,2577,723,500,23
PI213900.D1G0BACXX.7.250130041,0,0,940.0096436,101.3962326,202.7986298,727.8768311,NA,6178,NA,900,30
PI267621.D1G0BACXX.7.250130053,0,90,604.5,41.7600174,303.6681519,629.6715088,NA,NA,NA,NA,24
PI285039.D1G0BACXX.7.250129930,0,70,503.8467712,36.5202446,190.2079315,458.9743042,800,2190,757,300,22
PI285042.D1G0BACXX.7.250130077,0,70,503.8467712,36.5202446,190.2079315,458.9743042,800,2190,757,300,22
PI329252.D1G0BACXX.7.250129882,0,90,867.7362061,47.08076096,409.7195129,730.7924194,NA,NA,NA,NA,30
PI329256.D1G0BACXX.7.250130089,90,10,867.7362061,62.89599228,327.5803528,903.1356201,800,5650,NA,700,28
PI329285.D1G0BACXX.7.250130006,20,80,272.3787231,23.30375671,47.05464935,659.0942993,400,3672,506,600,27
PI329286.D1G0BACXX.7.250130018,20,80,272.3787231,23.30375671,47.05464935,659.0942993,400,3672,506,600,27
PI329299.D1G0BACXX.7.250130030,0,90,297.1404114,21.5375824,112.173912,698.8081665,NA,NA,NA,NA,29
PI329300.D1G0BACXX.7.250130042,0,90,297.1404114,21.5375824,112.173912,698.8081665,NA,NA,NA,NA,29
PI329301.D1G0BACXX.7.250130054,0,90,297.1404114,21.5375824,112.173912,698.8081665,NA,NA,NA,NA,29
PI329310.D1G0BACXX.7.250130066,90,10,1323.805298,163.5646515,301.5098877,727.0363159,300,4765,524,700,26
PI329311.D1G0BACXX.7.250130078,0,100,1323.805298,142.7952271,285.5990906,607.5246582,NA,1838,NA,600,24
PI329312.D1G0BACXX.7.250130090,0,100,1323.805298,142.7952271,285.5990906,607.5246582,NA,1838,NA,600,24
PI329316.D1G0BACXX.7.250130007,0,100,604.5,41.7600174,303.6681519,625.6308594,NA,2930,1006,600,28
PI329318.D1G0BACXX.7.250130019,0,40,867.7362061,62.89599228,327.5803528,644.4545288,300,4302,577,700,27
PI329319.D1G0BACXX.7.250130031,0,90,604.5,41.7600174,303.6681519,572.6976929,NA,NA,NA,NA,24
PI329320.D1G0BACXX.7.250130043,0,90,604.5,41.7600174,303.6681519,572.6976929,NA,NA,NA,NA,24
PI329325.D1G0BACXX.7.250130055,0,90,867.7362061,47.08076096,409.7195129,691.7565308,NA,NA,NA,NA,23
PI329326.D1G0BACXX.7.250130067,0,90,867.7362061,47.08076096,409.7195129,691.7565308,NA,NA,NA,NA,23
PI329333.D1G0BACXX.7.250130079,0,90,867.7362061,47.08076096,409.7195129,691.7565308,NA,NA,NA,NA,22
PI329338.D1G0BACXX.7.250129895,0,100,867.7362061,62.89599228,327.5803528,692.9755859,NA,2930,1006,600,28
PI329351.D1G0BACXX.7.250130008,0,100,867.7362061,47.08076096,409.7195129,693.4003296,300,4302,577,700,26
PI329394.D1G0BACXX.7.250130020,0,40,867.7362061,62.89599228,327.5803528,717.3275757,300,4302,577,700,24
PI329403.D1G0BACXX.7.250130032,0,40,867.7362061,62.89599228,327.5803528,644.4545288,300,4302,577,700,28
PI329442.D1G0BACXX.7.250130044,90,10,867.7362061,62.89599228,327.5803528,903.1356201,800,5650,NA,700,28
PI329465.D1G0BACXX.7.250130056,0,80,867.7362061,47.08076096,409.7195129,730.7924194,NA,2930,1006,600,27
PI329466.D1G0BACXX.7.250130068,0,80,867.7362061,47.08076096,409.7195129,730.7924194,NA,2930,1006,600,27
PI329470.D1G0BACXX.7.250130080,0,40,940.0096436,116.1442337,214.0965729,694.3458862,300,4302,577,700,21
PI329471.D1G0BACXX.7.250130092,0,40,940.0096436,116.1442337,214.0965729,694.3458862,300,4302,577,700,21
PI329473.D1G0BACXX.7.250130009,0,60,604.5,41.7600174,303.6681519,573.5072021,NA,3102,NA,700,27
PI329475.D1G0BACXX.7.250130021,0,70,604.5,41.7600174,303.6681519,619.9165649,NA,NA,NA,NA,27
PI329476.D1G0BACXX.7.250130033,0,80,940.0096436,101.3962326,202.7986298,694.0252075,NA,NA,NA,NA,26
PI329477.D1G0BACXX.7.250130045,0,80,940.0096436,101.3962326,202.7986298,694.0252075,NA,NA,NA,NA,26
PI329478.D1G0BACXX.7.250130057,0,70,604.5,41.7600174,303.6681519,619.9165649,NA,NA,NA,NA,27
PI329480.D1G0BACXX.7.250130069,0,80,604.5,41.7600174,303.6681519,573.5072021,NA,NA,NA,NA,29
PI329501.D1G0BACXX.7.250130081,0,80,604.5,41.7600174,303.6681519,704.8740845,NA,NA,NA,NA,24
PI329504.D1G0BACXX.7.250130093,0,80,604.5,41.7600174,303.6681519,704.8740845,NA,NA,NA,NA,24
PI329506.D1G0BACXX.7.250130010,0,80,604.5,41.7600174,303.6681519,704.8740845,NA,NA,NA,NA,24
PI329510.D1G0BACXX.7.250130022,0,50,940.0096436,116.1442337,214.0965729,694.3458862,300,4302,577,700,24
PI329511.D1G0BACXX.7.250130034,0,50,940.0096436,116.1442337,214.0965729,694.3458862,300,4302,577,700,24
PI329517.D1G0BACXX.7.250130046,0,90,867.7362061,47.08076096,409.7195129,653.7375488,NA,NA,NA,NA,NA
PI329518.D1G0BACXX.7.250130058,0,90,604.5,41.7600174,303.6681519,633.5281372,NA,NA,NA,NA,28
PI329519.D1G0BACXX.7.250130070,0,90,604.5,41.7600174,303.6681519,633.5281372,NA,NA,NA,NA,28
PI329540.D1G0BACXX.7.250130082,0,90,604.5,41.7600174,303.6681519,625.6308594,NA,NA,NA,NA,26
PI329541.D1G0BACXX.7.250130094,0,90,604.5,41.7600174,303.6681519,625.6308594,NA,NA,NA,NA,26
PI329545.D1G0BACXX.7.250130011,0,90,867.7362061,62.89599228,327.5803528,624.8178711,NA,NA,NA,NA,24
