Taxa,sol_VH,sol_Mo,tot,lab,occ,stp,PHO,PNZ,POL,TP,extP
SEEDGWAS3683:MRG:4:250069779,0,100,867.7362061,45.57035446,382.2037048,860.8430786,2900,2258,766,500,NA
SEEDGWAS3687:MRG:4:250069781,0,20,NA,NA,NA,644.5895996,NA,5391,NA,900,NA
SEEDGWAS3690:MRG:4:250064509,0,70,189.75,13.10829258,95.32015991,748.2780762,NA,NA,NA,NA,NA
SEEDGWAS3692:MRG:4:250069785,0,20,NA,NA,NA,683.4284058,NA,5391,NA,900,NA
SEEDGWAS3693:MRG:4:250064541,0,60,NA,NA,NA,795.0109863,NA,5874,NA,1000,NA
SEEDGWAS3694:MRG:4:250069786,0,100,867.7362061,45.57035446,382.2037048,729.144165,2900,1807,718,500,NA
SEEDGWAS3696:MRG:4:250064542,0,100,503.8467712,36.5202446,190.2079315,1038.889526,NA,3250,588,600,NA
SEEDGWAS3697:MRG:4:250064543,0,100,503.8467712,36.5202446,190.2079315,1038.889526,NA,3250,588,600,NA
SEEDGWAS3698:MRG:4:250069788,0,60,867.7362061,62.89599228,327.5803528,585.7283936,1400,2054,571,500,NA
SEEDGWAS3699:MRG:4:250069789,0,100,867.7362061,62.89599228,327.5803528,596.3612061,1500,1986,575,500,NA
SEEDGWAS3700:MRG:4:250069790,0,100,867.7362061,45.57035446,382.2037048,678.807373,2900,1807,718,500,NA
SEEDGWAS3701:MRG:4:250069791,0,65,867.7362061,62.89599228,327.5803528,648.8735352,1500,1986,575,500,NA
SEEDGWAS3702:MRG:4:250069792,0,65,867.7362061,62.89599228,327.5803528,648.8735352,1500,1986,575,500,NA
SEEDGWAS3704:MRG:4:250069793,0,65,867.7362061,62.89599228,327.5803528,648.8735352,1500,1986,575,500,NA
SEEDGWAS3705:MRG:4:250064544,0,100,940.0096436,101.3962326,202.7986298,615.8433838,NA,NA,NA,NA,NA
SEEDGWAS3706:MRG:4:250069795,0,100,867.7362061,62.89599228,327.5803528,604.9292603,NA,NA,NA,NA,NA
SEEDGWAS3708:MRG:4:250069796,0,60,NA,NA,NA,802.7061157,NA,2827,NA,500,NA
SEEDGWAS3709:MRG:4:250069797,0,100,272.3787231,14.30434036,119.9721069,718.993042,3000,1774,794,500,NA
SEEDGWAS3710:MRG:4:250069798,0,20,NA,NA,NA,644.5895996,NA,5391,NA,900,NA
SEEDGWAS3711:MRG:4:250069799,0,20,NA,NA,NA,644.5895996,NA,5391,NA,900,NA
SEEDGWAS3712:MRG:4:250069800,0,20,NA,NA,NA,644.5895996,NA,5391,NA,900,NA
SEEDGWAS3713:MRG:4:250069801,0,20,NA,NA,NA,801.2412109,NA,5391,NA,900,NA
SEEDGWAS3714:MRG:4:250069802,0,20,NA,NA,NA,801.2412109,NA,5391,NA,900,NA
SEEDGWAS3715:MRG:4:250069803,0,20,NA,NA,NA,644.5895996,NA,5391,NA,900,NA
SEEDGWAS3716:MRG:4:250069804,20,20,447.8638611,32.46244431,169.0737457,585.4285278,1000,2137,523,500,NA
SEEDGWAS3717:MRG:4:250069805,0,50,940.0096436,101.3962326,202.7986298,631.2558594,NA,3482,NA,700,NA
SEEDGWAS3718:MRG:4:250069806,0,50,940.0096436,101.3962326,202.7986298,794.4799194,NA,3482,NA,700,NA
SEEDGWAS3720:MRG:4:250069808,0,30,321.8891602,34.7212944,69.44468689,667.7595215,NA,5501,NA,900,NA
SEEDGWAS3721:MRG:4:250069809,0,20,940.0096436,101.3962326,202.7986298,794.4799194,NA,5391,NA,900,NA
SEEDGWAS3722:MRG:4:250064545,0,50,NA,NA,NA,644.5895996,NA,3482,NA,700,NA
SEEDGWAS3723:MRG:4:250069810,0,50,940.0096436,101.3962326,202.7986298,794.4799194,NA,3482,NA,700,NA
SEEDGWAS3724:MRG:4:250064546,0,10,940.0096436,101.3962326,202.7986298,794.4799194,NA,6326,NA,1000,NA
SEEDGWAS3725:MRG:4:250069811,0,10,940.0096436,101.3962326,202.7986298,794.4799194,NA,6326,NA,1000,NA
SEEDGWAS3726:MRG:4:250064547,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS3727:MRG:4:250069812,33,67,321.8891602,39.77147675,73.31347656,734.9338989,61,3433,475,700,NA
SEEDGWAS3728:MRG:4:250064548,0,20,NA,NA,NA,801.2412109,NA,6264,NA,1000,NA
SEEDGWAS373:MRG:4:250059149,0,100,321.8891602,34.7212944,69.44468689,1053.134888,NA,3019,1060,700,NA
SEEDGWAS3730:MRG:4:250064549,40,40,604.5,41.7600174,303.6681519,635.8703613,NA,6039,NA,900,NA
SEEDGWAS3731:MRG:4:250069814,0,60,272.3787231,19.74278259,102.826088,873.6370239,NA,5874,NA,1000,NA
SEEDGWAS3733:MRG:4:250069815,0,40,321.8891602,34.7212944,69.44468689,588.5855713,NA,2540,NA,600,NA
SEEDGWAS3734:MRG:4:250064550,10,60,NA,NA,NA,969.7700195,NA,5630,NA,900,NA
SEEDGWAS3735:MRG:4:250069816,0,0,NA,NA,NA,879.149231,NA,6259,NA,1000,NA
SEEDGWAS3736:MRG:4:250069817,0,20,NA,NA,NA,874.9683838,NA,3125,NA,500,NA
SEEDGWAS3737:MRG:4:250069818,0,20,NA,NA,NA,801.2412109,NA,5391,NA,900,NA
SEEDGWAS3739:MRG:4:250064551,0,10,NA,NA,NA,853.8890381,NA,6326,NA,1000,NA
SEEDGWAS3740:MRG:4:250069819,0,70,867.7362061,45.57035446,382.2037048,673.4648438,NA,3542,NA,700,NA
SEEDGWAS3742:MRG:4:250069820,0,67,940.0096436,101.3962326,202.7986298,631.2558594,NA,3482,NA,700,NA
SEEDGWAS3744:MRG:4:250064552,0,30,NA,NA,NA,1120.650757,NA,5501,NA,900,NA
SEEDGWAS3745:MRG:4:250069821,0,20,NA,NA,NA,874.9683838,NA,3125,NA,500,NA
SEEDGWAS3746:MRG:4:250064553,0,30,NA,NA,NA,1120.650757,NA,5501,NA,900,NA
SEEDGWAS3748:MRG:4:250064555,0,67,209.7156677,22.62144661,45.24427032,520.4210815,500,2785,499,600,NA
SEEDGWAS3750:MRG:4:250069823,0,67,940.0096436,101.3962326,202.7986298,794.4799194,NA,NA,NA,NA,NA
SEEDGWAS3751:MRG:4:250069824,0,80,297.1404114,21.5375824,112.173912,562.6508789,NA,3932,NA,700,NA
SEEDGWAS3753:MRG:4:250069825,0,20,NA,NA,NA,874.9683838,NA,3868,NA,600,NA
SEEDGWAS3754:MRG:4:250064556,0,40,321.8891602,34.7212944,69.44468689,686.8627319,NA,4216,590,700,NA
SEEDGWAS3756:MRG:4:250069826,0,100,867.7362061,62.89599228,327.5803528,750.017334,2900,1807,718,500,NA
SEEDGWAS3757:MRG:4:250069827,0,20,NA,NA,NA,874.9683838,NA,3125,NA,500,NA
SEEDGWAS3758:MRG:4:250069828,0,0,NA,NA,NA,874.9683838,NA,6264,NA,1000,NA
SEEDGWAS376:MRG:4:250059151,0,70,206.9999847,14.29995537,103.9856186,502.1326294,NA,NA,NA,NA,NA
SEEDGWAS3762:MRG:4:250069829,0,10,NA,NA,NA,1120.650757,NA,6326,NA,1000,NA
SEEDGWAS3763:MRG:4:250064559,0,30,NA,NA,NA,1120.650757,NA,5501,NA,900,NA
SEEDGWAS3765:MRG:4:250069830,0,90,NA,NA,NA,964.5320435,NA,3616,NA,700,NA
SEEDGWAS3767:MRG:4:250069831,0,20,NA,NA,NA,951.5601807,NA,3868,NA,600,NA
SEEDGWAS3768:MRG:4:250064560,0,100,940.0096436,101.3962326,202.7986298,804.5196533,NA,3007,NA,NA,NA
SEEDGWAS3769:MRG:4:250069832,0,100,867.7362061,45.57035446,382.2037048,592.9442139,2900,2258,766,500,NA
SEEDGWAS3770:MRG:4:250069833,0,70,940.0096436,101.3962326,202.7986298,627.4832153,NA,3542,NA,700,NA
SEEDGWAS3771:MRG:4:250069834,0,100,867.7362061,45.57035446,382.2037048,592.9442139,2900,2258,766,500,NA
SEEDGWAS3772:MRG:4:250064561,0,30,NA,NA,NA,1120.650757,NA,5501,NA,900,NA
SEEDGWAS3774:MRG:4:250064562,0,40,NA,NA,NA,849.8327637,NA,4972,NA,800,NA
SEEDGWAS3775:MRG:4:250069835,0,40,NA,NA,NA,849.8327637,NA,4972,NA,800,NA
SEEDGWAS3776:MRG:4:250064563,0,70,272.3787231,14.30434036,119.9721069,1171.144897,NA,1939,NA,500,NA
SEEDGWAS3777:MRG:4:250069836,0,40,NA,NA,NA,849.8327637,NA,4972,NA,800,NA
SEEDGWAS3778:MRG:4:250069837,0,100,867.7362061,45.57035446,382.2037048,592.9442139,2900,2258,766,500,NA
SEEDGWAS3779:MRG:4:250069838,0,100,867.7362061,45.57035446,382.2037048,734.6328735,2900,2258,766,500,NA
SEEDGWAS3780:MRG:4:250069839,0,100,297.1404114,15.60473537,130.8786774,667.3937378,2900,2258,766,500,NA
SEEDGWAS3782:MRG:4:250069840,0,100,867.7362061,45.57035446,382.2037048,590.0841675,2900,2258,766,500,NA
SEEDGWAS3783:MRG:4:250069841,0,20,NA,NA,NA,801.2412109,NA,5391,NA,900,NA
SEEDGWAS3786:MRG:4:250069842,0,100,867.7362061,62.89599228,327.5803528,750.017334,2900,1807,718,500,NA
SEEDGWAS3787:MRG:4:250069843,0,100,321.8891602,34.7212944,69.44468689,667.7362671,3000,1774,794,500,NA
SEEDGWAS3790:MRG:4:250064564,0,80,867.7362061,47.08076096,409.7195129,577.3012085,1000,3483,523,600,NA
SEEDGWAS3794:MRG:4:250064567,0,80,867.7362061,47.08076096,409.7195129,577.3012085,1000,3483,523,600,NA
SEEDGWAS3795:MRG:4:250064568,0,100,545.8120117,67.43858337,124.3141403,695.1026001,NA,3250,588,600,NA
SEEDGWAS3796:MRG:4:250064569,0,100,545.8120117,67.43858337,124.3141403,695.1026001,NA,3250,588,600,NA
SEEDGWAS3798:MRG:4:250064570,0,40,NA,NA,NA,818.3304443,NA,4972,NA,800,NA
SEEDGWAS3799:MRG:4:250064571,0,100,NA,NA,NA,1275.430908,NA,3250,588,600,NA
SEEDGWAS38:MRG:4:250054474,0,50,867.7362061,47.08076096,409.7195129,812.5671997,44,3922,560,700,NA
SEEDGWAS3800:MRG:4:250069877,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3803:MRG:4:250069878,0,100,940.0096436,101.3962326,202.7986298,875.7987061,2900,1998,718,600,NA
SEEDGWAS3804:MRG:4:250064574,0,67,1323.805298,142.7952271,285.5990906,1064.418091,NA,3820,NA,NA,NA
SEEDGWAS3806:MRG:4:250064576,0,50,297.1404114,21.5375824,112.173912,1044.406738,44,3922,560,700,NA
SEEDGWAS3809:MRG:4:250064578,0,100,297.1404114,15.60473537,130.8786774,649.282959,2900,2258,766,500,NA
SEEDGWAS3810:MRG:4:250064579,0,100,297.1404114,15.60473537,130.8786774,649.282959,2900,2258,766,500,NA
SEEDGWAS3811:MRG:4:250064580,0,75,272.3787231,14.30434036,119.9721069,685.6688232,NA,3502,674,700,NA
SEEDGWAS3813:MRG:4:250064581,0,100,297.1404114,15.60473537,130.8786774,606.0493774,2900,1998,718,600,NA
SEEDGWAS3816:MRG:4:250064583,0,100,297.1404114,15.60473537,130.8786774,649.282959,NA,2846,1060,700,NA
SEEDGWAS3818:MRG:4:250069882,0,100,297.1404114,15.60473537,130.8786774,606.0493774,2900,1998,718,600,NA
SEEDGWAS3819:MRG:4:250064584,0,100,297.1404114,15.60473537,130.8786774,649.282959,NA,2846,1060,700,NA
SEEDGWAS3820:MRG:4:250064585,0,67,297.1404114,21.5375824,112.173912,1044.406738,NA,3820,NA,NA,NA
SEEDGWAS3821:MRG:4:250064587,0,100,297.1404114,15.60473537,130.8786774,730.9053955,3300,2268,917,500,NA
SEEDGWAS3822:MRG:4:250064588,0,100,297.1404114,15.60473537,130.8786774,649.282959,NA,2846,1060,700,NA
SEEDGWAS3823:MRG:4:250069883,0,100,272.3787231,14.30434036,119.9721069,685.6688232,NA,3502,674,700,NA
SEEDGWAS3824:MRG:4:250064589,0,67,1323.805298,142.7952271,285.5990906,1064.418091,NA,3820,NA,NA,NA
SEEDGWAS3825:MRG:4:250064590,0,100,1323.805298,142.7952271,285.5990906,774.4989624,NA,2876,NA,NA,NA
SEEDGWAS3826:MRG:4:250064591,0,100,297.1404114,16.12194824,140.3009796,809.0264282,NA,2846,1060,700,NA
SEEDGWAS3827:MRG:4:250064592,0,100,272.3787231,14.30434036,119.9721069,741.5595093,2900,2258,766,500,NA
SEEDGWAS3828:MRG:4:250064593,0,67,297.1404114,21.5375824,112.173912,1044.406738,NA,3820,NA,NA,NA
SEEDGWAS3829:MRG:4:250069884,0,100,867.7362061,74.24043274,149.9053345,689.7250366,NA,2262,NA,800,NA
SEEDGWAS3830:MRG:4:250064594,0,60,1323.805298,142.7952271,285.5990906,1124.389282,NA,3690,704,600,NA
SEEDGWAS3831:MRG:4:250064595,0,90,272.3787231,14.30434036,119.9721069,572.9525757,NA,3075,863,600,NA
SEEDGWAS3832:MRG:4:250064596,0,100,272.3787231,14.30434036,119.9721069,572.9525757,2900,2258,766,500,NA
SEEDGWAS3833:MRG:4:250064597,0,0,69,4.281369686,40.89954758,453.9129639,NA,3496,NA,300,NA
SEEDGWAS3836:MRG:4:250064598,0,80,503.8467712,36.5202446,190.2079315,422.9535828,NA,2977,697,500,NA
SEEDGWAS3837:MRG:4:250064599,0,80,503.8467712,36.5202446,190.2079315,406.5901489,NA,2977,697,500,NA
SEEDGWAS3838:MRG:4:250064600,0,50,1323.805298,163.5646515,301.5098877,444.7391968,NA,3784,615,600,NA
SEEDGWAS3839:MRG:4:250064601,0,100,503.8467712,36.5202446,190.2079315,450.2722168,NA,2977,697,500,NA
SEEDGWAS3840:MRG:4:250064602,0,0,69,4.281369686,40.89954758,437.5005188,NA,5304,NA,400,NA
SEEDGWAS3841:MRG:4:250064603,70,0,576.7180786,62.20898056,124.4217377,396.415802,1000,2990,NA,400,NA
SEEDGWAS3842:MRG:4:250069885,40,20,545.8120117,67.43858337,124.3141403,470.8332825,NA,4221,NA,400,NA
SEEDGWAS3845:MRG:4:250064606,0,0,69,4.281369686,40.89954758,629.0916138,NA,5304,NA,400,NA
SEEDGWAS3846:MRG:4:250064607,100,0,201.5,12.502841,119.4385452,539.321167,1000,5928,NA,700,NA
SEEDGWAS3848:MRG:4:250064609,0,30,69,4.281369686,40.89954758,487.6788025,NA,5304,NA,400,NA
SEEDGWAS3849:MRG:4:250064610,0,30,201.5,12.502841,119.4385452,542.7805176,NA,5304,NA,400,NA
SEEDGWAS3850:MRG:4:250064611,0,30,201.5,12.502841,119.4385452,482.1112976,NA,5304,NA,400,NA
SEEDGWAS3853:MRG:4:250064612,100,0,201.5,12.502841,119.4385452,539.321167,1000,5928,NA,700,NA
SEEDGWAS3854:MRG:4:250064613,0,30,350.999939,24.24774933,176.32341,433.3487244,1000,2137,523,500,NA
SEEDGWAS3856:MRG:4:250064615,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3857:MRG:4:250064616,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3858:MRG:4:250064617,0,30,201.5,12.502841,119.4385452,482.1112976,NA,5304,NA,400,NA
SEEDGWAS3859:MRG:4:250064618,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3860:MRG:4:250064619,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3861:MRG:4:250064620,0,30,940.0096436,101.3962326,202.7986298,538.324585,NA,3768,526,600,NA
SEEDGWAS3862:MRG:4:250064621,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3864:MRG:4:250064622,0,0,201.5,12.502841,119.4385452,560.0186768,NA,5304,NA,400,NA
SEEDGWAS3865:MRG:4:250064623,0,0,116.9999924,7.259714127,69.35140228,479.4552917,NA,5304,NA,400,NA
SEEDGWAS3866:MRG:4:250064624,0,100,1323.805298,142.7952271,285.5990906,948.244873,NA,3007,NA,NA,NA
SEEDGWAS3867:MRG:4:250064625,0,100,297.1404114,15.60473537,130.8786774,649.282959,3300,2268,917,500,NA
SEEDGWAS3868:MRG:4:250064626,0,100,297.1404114,15.60473537,130.8786774,649.282959,2900,2258,766,500,NA
SEEDGWAS3869:MRG:4:250064627,0,80,940.0096436,116.1442337,214.0965729,1078.3479,NA,3386,599,600,NA
SEEDGWAS3870:MRG:4:250064628,0,70,321.8891602,39.77147675,73.31347656,1138.536743,NA,3072,NA,NA,NA
SEEDGWAS3871:MRG:4:250064629,0,30,201.5,12.502841,119.4385452,482.1112976,NA,5304,NA,400,NA
SEEDGWAS3872:MRG:4:250064630,0,100,297.1404114,15.60473537,130.8786774,649.282959,NA,2846,1060,700,NA
SEEDGWAS3873:MRG:4:250064631,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3874:MRG:4:250064632,0,100,272.3787231,14.30434036,119.9721069,741.5595093,2900,2258,766,500,NA
SEEDGWAS3875:MRG:4:250069886,0,30,NA,NA,NA,457.0628052,NA,2653,NA,600,NA
SEEDGWAS3876:MRG:4:250069887,0,80,NA,NA,NA,599.1276245,700,4049,535,500,NA
SEEDGWAS3877:MRG:4:250069888,0,80,545.8120117,67.43858337,124.3141403,874.8029175,700,4049,535,500,NA
SEEDGWAS3879:MRG:4:250069889,0,80,503.8467712,36.5202446,190.2079315,428.1758423,700,4049,535,500,NA
SEEDGWAS3881:MRG:4:250069891,0,80,363.8893433,19.74354362,171.8178558,518.2926636,NA,3717,848,700,NA
SEEDGWAS3882:MRG:4:250069892,0,80,363.8893433,19.74354362,171.8178558,518.2926636,NA,3717,848,700,NA
SEEDGWAS3883:MRG:4:250064633,0,80,363.8893433,19.74354362,171.8178558,518.2926636,NA,3717,848,700,NA
SEEDGWAS3884:MRG:4:250064634,0,80,363.8893433,19.74354362,171.8178558,518.2926636,NA,3717,848,700,NA
SEEDGWAS3885:MRG:4:250064635,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS3886:MRG:4:250069893,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS3887:MRG:4:250064636,0,80,867.7362061,62.89599228,327.5803528,436.6409912,NA,3932,NA,700,NA
SEEDGWAS3888:MRG:4:250065557,0,80,867.7362061,62.89599228,327.5803528,436.6409912,NA,3932,NA,700,NA
SEEDGWAS3889:MRG:4:250065559,0,60,NA,NA,NA,855.1478882,NA,2827,NA,500,NA
SEEDGWAS3890:MRG:4:250065560,0,60,NA,NA,NA,598.7391968,NA,2827,NA,500,NA
SEEDGWAS3891:MRG:4:250065561,0,60,NA,NA,NA,598.7391968,NA,2827,NA,500,NA
SEEDGWAS3892:MRG:4:250069894,0,80,297.1404114,21.5375824,112.173912,498.8460083,800,2220,504,500,NA
SEEDGWAS3893:MRG:4:250065562,0,80,297.1404114,21.5375824,112.173912,498.8460083,800,2220,504,500,NA
SEEDGWAS3894:MRG:4:250065563,0,100,447.8638611,32.46244431,169.0737457,440.3827515,1600,3439,609,500,NA
SEEDGWAS3895:MRG:4:250069895,0,80,297.1404114,21.5375824,112.173912,498.8460083,800,2220,504,500,NA
SEEDGWAS3896:MRG:4:250065564,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3897:MRG:4:250065565,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3898:MRG:4:250069896,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3899:MRG:4:250065566,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3900:MRG:4:250065567,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3901:MRG:4:250065568,0,100,363.8893433,26.37573242,137.3723907,440.4237976,1600,3439,609,500,NA
SEEDGWAS3902:MRG:4:250065569,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3903:MRG:4:250065570,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3904:MRG:4:250065571,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3905:MRG:4:250065572,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3906:MRG:4:250069897,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3907:MRG:4:250069898,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3908:MRG:4:250069899,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3909:MRG:4:250065573,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3910:MRG:4:250065574,0,100,297.1404114,15.60473537,130.8786774,517.1997681,1600,3439,609,500,NA
SEEDGWAS3911:MRG:4:250065575,0,95,297.1404114,25.42227936,51.33234406,736.2993164,2800,1956,866,500,NA
SEEDGWAS3912:MRG:4:250065576,0,95,297.1404114,25.42227936,51.33234406,736.2993164,2800,1956,866,500,NA
SEEDGWAS3913:MRG:4:250065577,0,100,363.8893433,19.11014748,160.2789459,525.7264404,3000,1783,846,500,NA
SEEDGWAS3914:MRG:4:250065578,0,100,363.8893433,19.11014748,160.2789459,525.7264404,3000,1783,846,500,NA
SEEDGWAS3915:MRG:4:250065579,0,100,363.8893433,19.11014748,160.2789459,525.7264404,3000,1783,846,500,NA
SEEDGWAS3916:MRG:4:250065580,0,100,363.8893433,19.11014748,160.2789459,525.7264404,3000,1783,846,500,NA
SEEDGWAS3917:MRG:4:250065581,0,95,297.1404114,25.42227936,51.33234406,667.0859375,2800,1956,866,500,NA
SEEDGWAS3918:MRG:4:250069900,0,90,297.1404114,15.60473537,130.8786774,477.2457886,2800,1825,822,500,NA
SEEDGWAS3919:MRG:4:250065582,70,20,447.8638611,32.46244431,169.0737457,585.4285278,NA,6193,NA,700,NA
SEEDGWAS3922:MRG:4:250065583,0,100,604.5,41.7600174,303.6681519,419.7905273,1600,3439,609,500,NA
SEEDGWAS3923:MRG:4:250065584,0,95,867.7362061,45.57035446,382.2037048,483.7891846,2800,1956,866,500,NA
SEEDGWAS3924:MRG:4:250065585,0,95,867.7362061,45.57035446,382.2037048,483.7891846,2800,1956,866,500,NA
SEEDGWAS3925:MRG:4:250069901,0,95,297.1404114,15.60473537,130.8786774,963.7682495,2800,1956,866,500,NA
SEEDGWAS3926:MRG:4:250065586,0,95,297.1404114,15.60473537,130.8786774,963.7682495,2800,1956,866,500,NA
SEEDGWAS3927:MRG:4:250069903,0,100,297.1404114,15.60473537,130.8786774,544.3272095,2900,1998,718,600,NA
SEEDGWAS3928:MRG:4:250069904,0,100,297.1404114,15.60473537,130.8786774,544.3272095,2900,1998,718,600,NA
SEEDGWAS3929:MRG:4:250065587,0,100,297.1404114,15.60473537,130.8786774,498.1495667,2900,1998,718,600,NA
SEEDGWAS3930:MRG:4:250069905,0,100,297.1404114,15.60473537,130.8786774,498.1495667,2900,1998,718,600,NA
SEEDGWAS3931:MRG:4:250069906,0,100,297.1404114,15.60473537,130.8786774,498.1495667,2900,1998,718,600,NA
SEEDGWAS3932:MRG:4:250065588,0,100,297.1404114,15.60473537,130.8786774,498.1495667,2900,1998,718,600,NA
SEEDGWAS3933:MRG:4:250069907,0,100,297.1404114,15.60473537,130.8786774,498.1495667,2900,1998,718,600,NA
SEEDGWAS3934:MRG:4:250069908,0,100,867.7362061,62.89599228,327.5803528,607.8623047,3000,1783,846,500,NA
SEEDGWAS3935:MRG:4:250065589,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3936:MRG:4:250065590,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3938:MRG:4:250065591,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3939:MRG:4:250065592,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3940:MRG:4:250065593,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3942:MRG:4:250065594,0,100,297.1404114,15.60473537,130.8786774,667.8884888,3000,1783,846,500,NA
SEEDGWAS3943:MRG:4:250069909,0,100,272.3787231,14.30434036,119.9721069,563.4125366,2900,1998,718,600,NA
SEEDGWAS3944:MRG:4:250069910,0,100,297.1404114,15.60473537,130.8786774,606.0493774,2900,1998,718,600,NA
SEEDGWAS3945:MRG:4:250069911,0,100,297.1404114,15.60473537,130.8786774,606.0493774,2900,1998,718,600,NA
SEEDGWAS3946:MRG:4:250069912,0,100,297.1404114,15.60473537,130.8786774,606.0493774,2900,1998,718,600,NA
SEEDGWAS3947:MRG:4:250069913,0,100,297.1404114,15.60473537,130.8786774,606.0493774,NA,NA,NA,NA,NA
SEEDGWAS3948:MRG:4:250065595,0,100,297.1404114,15.60473537,130.8786774,606.0493774,2900,1998,718,600,NA
SEEDGWAS3949:MRG:4:250065596,0,100,297.1404114,15.60473537,130.8786774,498.1495667,2900,1998,718,600,NA
SEEDGWAS3951:MRG:4:250065597,0,30,940.0096436,101.3962326,202.7986298,522.5504761,NA,5304,NA,400,NA
SEEDGWAS3954:MRG:4:250065598,70,10,193.5914917,14.03206253,73.08300781,445.8126831,600,3169,NA,500,NA
SEEDGWAS3955:MRG:4:250065599,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3957:MRG:4:250065601,0,30,201.5,12.502841,119.4385452,572.7841797,NA,5304,NA,400,NA
SEEDGWAS3959:MRG:4:250065603,100,0,940.0096436,101.3962326,202.7986298,448.1620178,1000,5928,NA,700,NA
SEEDGWAS3960:MRG:4:250065604,0,60,867.7362061,62.89599228,327.5803528,607.8623047,1400,2054,571,500,NA
SEEDGWAS3961:MRG:4:250069914,0,80,363.8893433,19.74354362,171.8178558,518.2926636,NA,3717,848,700,NA
SEEDGWAS3962:MRG:4:250065605,0,40,NA,NA,NA,NA,NA,2540,NA,600,NA
SEEDGWAS3966:MRG:4:250065607,0,75,NA,NA,NA,NA,NA,3502,674,700,NA
SEEDGWAS3969:MRG:4:250069917,0,80,867.7362061,62.89599228,327.5803528,661.8512573,1000,3483,523,600,NA
SEEDGWAS3970:MRG:4:250069918,20,0,867.7362061,45.57035446,382.2037048,543.8399658,NA,4102,NA,NA,NA
SEEDGWAS3971:MRG:4:250069919,0,80,867.7362061,62.89599228,327.5803528,661.8512573,NA,3717,848,700,NA
SEEDGWAS3972:MRG:4:250065609,0,60,NA,NA,NA,598.7391968,NA,2827,NA,500,NA
SEEDGWAS3974:MRG:4:250065611,20,0,867.7362061,45.57035446,382.2037048,543.8399658,NA,4102,NA,NA,NA
SEEDGWAS3975:MRG:4:250065613,0,80,503.8467712,36.5202446,190.2079315,377.4623108,NA,2977,697,500,NA
SEEDGWAS3976:MRG:4:250065614,30,25,44.95454407,2.789377451,26.64667702,313.8808289,NA,4638,NA,500,NA
SEEDGWAS3977:MRG:4:250065615,0,100,321.8891602,34.7212944,69.44468689,394.7511597,4000,1112,776,500,NA
SEEDGWAS3978:MRG:4:250065616,0,0,116.9999924,7.259714127,69.35140228,375.8191528,NA,NA,NA,NA,NA
